date,sales,promotions,holidays,economic_indicators
2023-04-02,206,0,0,103.933
2023-04-03,189,0,1,107.719
2023-04-04,187,0,0,110.731
2023-04-05,189,0,0,106.681
2023-04-06,159,0,0,120.628
2023-04-07,167,0,0,101.66
2023-04-08,180,0,0,99.93
2023-04-09,185,1,0,93.504
2023-04-10,187,0,0,97.437
2023-04-11,185,0,0,92.688
2023-04-12,232,0,1,106.772
2023-04-13,179,0,0,90.877
2023-04-14,221,0,0,100.738
2023-04-15,176,0,0,105.595
2023-04-16,161,0,0,101.503
2023-04-17,193,0,0,91.041
2023-04-18,199,0,0,106.989
2023-04-19,167,0,1,99.147
2023-04-20,194,0,1,71.273
2023-04-21,209,1,0,90.166
2023-04-22,271,0,0,114.011
2023-04-23,183,0,0,114.843
2023-04-24,164,0,0,105.261
2023-04-25,185,0,0,107.841
2023-04-26,206,0,0,92.217
2023-04-27,237,0,0,97.399
2023-04-28,202,0,0,112.354
2023-04-29,198,0,0,104.259
2023-04-30,202,0,0,100.649
2023-05-01,196,0,1,98.132
2023-05-02,151,1,0,111.745
2023-05-03,217,0,0,111.22
2023-05-04,182,0,0,106.497
2023-05-05,233,0,0,100.663
2023-05-06,174,0,0,96.432
2023-05-07,226,0,0,106.93
2023-05-08,226,0,0,88.981
2023-05-09,232,0,0,91.054
2023-05-10,213,0,0,85.489
2023-05-11,238,0,0,112.352
2023-05-12,203,0,0,92.793
2023-05-13,228,0,0,104.04
2023-05-14,175,0,0,98.744
2023-05-15,174,1,0,128.975
2023-05-16,150,0,0,104.419
2023-05-17,187,0,0,81.379
2023-05-18,203,0,0,111.754
2023-05-19,220,1,0,96.128
2023-05-20,188,1,0,97.991
2023-05-21,197,0,0,93.275
2023-05-22,177,0,0,101.956
2023-05-23,178,0,0,101.825
2023-05-24,175,0,0,93.545
2023-05-25,220,0,0,94.919
2023-05-26,258,0,0,101.013
2023-05-27,212,0,0,76.573
2023-05-28,194,0,0,85.585
2023-05-29,224,0,0,116.7
2023-05-30,224,0,0,103.278
2023-05-31,162,1,0,94.751
2023-06-01,212,0,0,83.039
2023-06-02,223,0,0,99.437
2023-06-03,238,0,0,109.852
2023-06-04,242,1,0,126.392
2023-06-05,218,0,0,118.921
2023-06-06,252,0,0,91.131
2023-06-07,201,0,1,95.042
2023-06-08,195,0,0,85.285
2023-06-09,210,0,0,91.583
2023-06-10,209,0,0,97.872
2023-06-11,195,0,0,96.329
2023-06-12,239,0,0,120.546
2023-06-13,186,0,0,86.846
2023-06-14,174,1,0,99.549
2023-06-15,189,0,0,79.365
2023-06-16,182,0,1,103.309
2023-06-17,245,1,0,86.583
2023-06-18,243,0,0,111.026
2023-06-19,153,1,0,97.09
2023-06-20,205,1,0,85.98
2023-06-21,212,0,0,78.973
2023-06-22,152,0,0,90.214
2023-06-23,183,0,1,102.394
2023-06-24,181,0,0,104.215
2023-06-25,184,0,0,95.016
2023-06-26,226,0,0,109.258
2023-06-27,197,0,0,88.643
2023-06-28,174,0,0,70.729
2023-06-29,210,0,0,102.826
2023-06-30,211,0,0,112.901
2023-07-01,165,0,0,112.993
2023-07-02,206,0,0,87.002
2023-07-03,195,1,0,94.553
2023-07-04,186,0,1,107.238
2023-07-05,235,0,0,93.729
2023-07-06,182,0,0,101.054
2023-07-07,188,1,0,92.836
2023-07-08,164,0,0,89.106
2023-07-09,217,1,0,91.036
2023-07-10,187,0,0,109.557
2023-07-11,224,0,0,100.138
2023-07-12,159,0,0,112.719
2023-07-13,207,0,0,105.204
2023-07-14,175,0,0,116.065
2023-07-15,204,0,0,108.181
2023-07-16,195,1,0,107.593
2023-07-17,228,0,0,98.795
2023-07-18,198,1,0,130.092
2023-07-19,200,0,0,101.127
2023-07-20,208,0,0,80.266
2023-07-21,216,0,0,102.68
2023-07-22,236,0,0,90.177
2023-07-23,196,1,0,110.17
2023-07-24,163,0,0,107.258
2023-07-25,170,0,0,98.085
2023-07-26,233,0,0,91.121
2023-07-27,197,0,0,101.464
2023-07-28,196,0,0,93.588
2023-07-29,165,0,0,107.878
2023-07-30,147,0,0,105.56
2023-07-31,235,0,0,129.36
2023-08-01,225,0,0,95.549
2023-08-02,231,0,0,96.966
2023-08-03,215,0,0,98.452
2023-08-04,219,0,0,98.89
2023-08-05,179,1,0,110.271
2023-08-06,180,1,0,97.237
2023-08-07,212,0,0,119.724
2023-08-08,250,0,0,105.823
2023-08-09,171,0,0,95.143
2023-08-10,187,0,0,92.588
2023-08-11,176,0,0,110.409
2023-08-12,243,0,0,100.285
2023-08-13,256,1,0,100.091
2023-08-14,195,0,0,94.015
2023-08-15,200,0,0,99.386
2023-08-16,220,0,0,93.61
2023-08-17,191,1,0,113.617
2023-08-18,203,0,0,107.171
2023-08-19,210,0,0,98.252
2023-08-20,201,1,0,98.105
2023-08-21,239,0,0,100.922
2023-08-22,153,0,0,99.945
2023-08-23,184,0,0,90.431
2023-08-24,198,0,0,80.992
2023-08-25,206,0,0,92.023
2023-08-26,217,1,0,98.715
2023-08-27,213,0,0,92.622
2023-08-28,186,0,0,108.193
2023-08-29,175,0,0,97.708
2023-08-30,222,0,0,118.736
2023-08-31,182,0,0,94.385
2023-09-01,210,1,1,101.407
2023-09-02,186,1,0,97.111
2023-09-03,226,0,0,104.398
2023-09-04,202,0,0,110.658
2023-09-05,196,0,0,106.083
2023-09-06,218,1,0,79.692
2023-09-07,240,0,0,104.999
2023-09-08,197,0,0,89.891
2023-09-09,192,1,1,96.902
2023-09-10,227,0,1,106.893
2023-09-11,159,0,0,88.802
2023-09-12,188,0,0,111.559
2023-09-13,234,0,0,96.466
2023-09-14,211,0,0,121.709
2023-09-15,185,0,0,100.687
2023-09-16,191,0,0,117.053
2023-09-17,188,0,0,111.977
2023-09-18,198,0,0,93.889
2023-09-19,218,1,0,86.983
2023-09-20,207,0,0,101.136
2023-09-21,135,0,0,94.174
2023-09-22,205,0,0,115.797
2023-09-23,249,0,0,97.531
2023-09-24,166,0,0,96.996
2023-09-25,179,0,0,86.041
2023-09-26,206,1,0,104.192
2023-09-27,231,0,1,88.258
2023-09-28,188,0,0,104.424
2023-09-29,242,1,0,105.801
2023-09-30,240,0,0,92.503
2023-10-01,206,0,0,109.566
2023-10-02,217,0,0,97.251
2023-10-03,200,0,0,85.288
2023-10-04,186,1,0,115.453
2023-10-05,203,0,1,90.765
2023-10-06,191,0,0,105.071
2023-10-07,203,1,0,104.258
2023-10-08,208,0,0,103.892
2023-10-09,229,0,0,103.719
2023-10-10,179,0,0,90.298
2023-10-11,195,1,0,116.913
2023-10-12,195,0,0,109.562
2023-10-13,180,0,0,104.751
2023-10-14,181,0,0,86.67
2023-10-15,176,1,0,90.216
2023-10-16,186,1,0,106.575
2023-10-17,214,0,0,79.963
2023-10-18,164,1,0,103.387
2023-10-19,221,1,0,86.688
2023-10-20,189,0,0,91.32
2023-10-21,222,0,0,85.889
2023-10-22,170,0,0,102.461
2023-10-23,204,0,0,111.164
2023-10-24,212,0,0,103.48
2023-10-25,186,0,0,104.578
2023-10-26,193,0,0,101.68
2023-10-27,195,0,0,106.827
2023-10-28,213,1,0,104.671
2023-10-29,188,0,0,72.849
2023-10-30,162,0,0,109.063
2023-10-31,199,1,0,108.012
2023-11-01,200,0,0,96.377
2023-11-02,197,1,0,80.258
2023-11-03,180,0,0,102.425
2023-11-04,179,0,0,103.267
2023-11-05,181,0,0,95.595
2023-11-06,213,0,0,101.867
2023-11-07,214,0,0,110.718
2023-11-08,245,0,0,123.975
2023-11-09,226,0,0,101.469
2023-11-10,196,0,0,103.339
2023-11-11,205,0,0,91.762
2023-11-12,211,0,0,94.986
2023-11-13,220,0,1,98.64
2023-11-14,175,1,0,111.777
2023-11-15,204,0,0,108.19
2023-11-16,196,0,0,119.294
2023-11-17,211,0,0,85.098
2023-11-18,207,0,0,86.763
2023-11-19,222,1,0,111.021
2023-11-20,210,1,0,114.489
2023-11-21,207,0,0,100.331
2023-11-22,228,0,0,55.344
2023-11-23,189,0,0,92.565
2023-11-24,184,0,0,103.355
2023-11-25,201,0,0,91.006
2023-11-26,209,0,0,101.851
2023-11-27,195,0,0,118.986
2023-11-28,209,0,0,114.261
2023-11-29,217,0,0,108.089
2023-11-30,174,0,0,99.356
2023-12-01,215,1,0,95.053
2023-12-02,211,0,0,107.578
2023-12-03,179,1,0,100.254
2023-12-04,229,0,0,100.597
2023-12-05,204,0,0,84.488
2023-12-06,202,1,0,92.855
2023-12-07,241,0,0,107.519
2023-12-08,230,0,1,88.989
2023-12-09,214,0,0,102.657
2023-12-10,236,1,0,104.125
2023-12-11,178,0,0,104.709
2023-12-12,190,0,0,105.603
2023-12-13,210,0,0,106.277
2023-12-14,199,0,0,93.762
2023-12-15,189,0,0,85.323
2023-12-16,165,0,0,91.265
2023-12-17,251,0,0,107.299
2023-12-18,167,1,0,87.992
2023-12-19,186,0,0,89.594
2023-12-20,206,1,0,89.539
2023-12-21,198,0,0,81.54
2023-12-22,148,0,0,88.53
2023-12-23,158,0,0,110.004
2023-12-24,168,0,0,92.832
2023-12-25,192,1,0,82.511
2023-12-26,221,0,0,94.884
2023-12-27,199,0,0,105.105
2023-12-28,171,0,0,81.692
2023-12-29,207,0,0,109.533
2023-12-30,154,0,0,85.59
2023-12-31,146,0,0,96.045
